TaxID	Scientific Name	CLARK	Kaiju	Kraken
879274	Shinella sp. HZN7	NA	2	NA
891974	Plautia stali symbiont	NA	1	NA
89966	Hymenobacter	NA	1	NA
91061	Bacilli	NA	1	NA
91347	Enterobacterales	NA	8	NA
921	Starkeya novella	NA	NA	NA
926	Thiomonas intermedia	3	NA	NA
927083	Sandaracinus amylolyticus	1	5	NA
930805	Halioglobus japonicus	NA	NA	NA
930806	Halioglobus pacificus	NA	NA	NA
937777	Deinococcus peraridilitoris DSM 19664	NA	NA	NA
94132	Ramlibacter tataouinensis	1	NA	NA
94624	Bordetella petrii	NA	NA	NA
946333	Rhizobacter gummiphilus	NA	1	NA
95486	Burkholderia cenocepacia	NA	2	NA
9606	Homo sapiens	76083	381	85464
963	Herbaspirillum	NA	2	NA
979556	Microbacterium testaceum StLB037	NA	NA	NA
98383	Plutella xylostella granulovirus	NA	NA	NA
986	Flavobacterium johnsoniae	NA	2	NA
988812	Marinovum algicola DG 898	NA	NA	NA
990315	Xanthomonas campestris pv. raphani 756C	NA	NA	NA
996	Flavobacterium columnare	NA	NA	NA
996285	Pseudomonas stutzeri DSM 4166	NA	NA	NA
