TaxID	Scientific Name	CLARK	Kaiju	Kraken
140052	Betaretrovirus	NA	1	NA
1401243	Sinorhizobium meliloti RU11/001	NA	1	NA
1401244	Methanobrevibacter arboriphilus ANOR1	NA	1	NA
1401325	Ornithobacterium rhinotracheale ORT-UMN 88	NA	6	NA
1401669	Erwinia phage PhiEaH1	NA	2	NA
1402	Bacillus licheniformis	NA	8	NA
1403316	Mycoplasma parvum str. Indiana	NA	1	NA
1403335	Porphyromonas gingivalis 381	NA	1	NA
1403336	Porphyromonas gingivalis AJW4	NA	139	NA
1404	Bacillus megaterium	15	18	14
1404244	Corynebacterium glyciniphilum	6	NA	NA
1404245	Corynebacterium glyciniphilum AJ 3170	NA	31	NA
1405	Bacillus mycoides	4	9	12
1406	Paenibacillus polymyxa	9	15	11
1406197	Brevibacterium sp. Ap13	NA	1	NA
1406780	Acinetobacter phage Presley	NA	1	NA
1407055	Thaumarchaeota archaeon N4	NA	3	NA
1407071	Acinetobacter sp. TGL-Y2	8	31	NA
1407499	Halobacterium hubeiense	NA	2	NA
1408	Bacillus pumilus	25	23	24
1408159	Thermotoga caldifontis AZM44c09	NA	18	NA
1408160	Thermotoga profunda AZM34c06	NA	7	NA
1408178	Streptococcus thermophilus ASCC 1275	NA	1	NA
1408189	Corynebacterium lactis RW2-5	NA	61	NA
1408191	Corynebacterium deserti	5	NA	NA
1408206	Pediococcus pentosaceus SL4	NA	3	NA
1408224	Sinorhizobium americanum CCGM7	NA	2	NA
1408268	Corynebacterium ulcerans FRC58	NA	4	NA
1408281	Endomicrobium proavitum	5	34	NA
1408283	Clostridium botulinum CDC_1436	NA	3	NA
1410383	Candidatus Tachikawaea gelatinosa	7	9	NA
1410606	Candidatus Nitrosopelagicus brevis	NA	1	NA
1410664	Methanobrevibacter wolinii SH	NA	8	NA
1411621	Hymenobacter sedentarius	26	87	23
1411700	Pseudomonas aeruginosa DHS01	NA	1	NA
1411903	Xuhuaishuia manganoxidans	NA	1	NA
1413	Bacillus cellulosilyticus	5	NA	NA
141451	Oleiphilus messinensis	9	31	NA
1414854	Candidatus Nucleicultrix amoebiphila FS5	NA	9	NA
1415166	Nocardia nova SH22a	NA	25	NA
1415630	Pseudomonas sp. TKP	6	4	NA
1415657	Candidatus Walczuchella monophlebidarum	6	26	NA
1415773	Mycoplasma ovis str. Michigan	NA	1	NA
1415774	Clostridium botulinum 202F	NA	12	NA
1415775	Clostridium baratii str. Sullivan	NA	9	NA
1416334	Lactobacillus phage phi jlb1	NA	1	NA
1416614	Gloeobacter kilaueensis	16	NA	11
1416627	Oceanisphaera profunda	8	13	11
1416753	Ensifer adhaerens OV14	NA	5	NA
1416803	Bordetella genomosp. 9	17	17	15
1416806	Bordetella genomosp. 8	7	16	NA
1416914	Pandoraea pnomenusa 3kgm	NA	7	NA
1416915	Aeromonas hydrophila NJ-35	NA	1	NA
1416969	Haloterrigena mahii	NA	1	NA
1418105	Rhizobium gallicum bv. gallicum R602	NA	9	NA
1420599	Pseudomonas protegens Cab57	NA	2	NA
1420917	Marinobacter salarius	3	15	NA
1421	Lysinibacillus sphaericus	13	39	10
1421338	Enterobacter asburiae L1	NA	4	NA
1422	Geobacillus stearothermophilus	5	NA	NA
1423	Bacillus subtilis	19	17	16
1423143	Bacillus thuringiensis Bt18247	NA	2	NA
1423144	Phaeobacter gallaeciensis DSM 26640	NA	1	NA
1423721	Lactobacillus amylophilus DSM 20533 = JCM 1125	NA	26	NA
1423891	Brucella ceti TE10759-12	NA	1	NA
1424294	Geosporobacter ferrireducens	5	132	NA
1426	Parageobacillus thermoglucosidans	9	4	NA
1427356	Hyphomicrobium nitrativorans	10	NA	NA
1427364	Candidatus Thioglobus singularis	3	NA	NA
1427366	Dickeya zeae EC1	NA	6	NA
1427374	Streptococcus agalactiae CNCTC 10/84	NA	11	NA
1428	Bacillus thuringiensis	65	45	47
1428454	Clostridium beijerinckii NRRL B-598	NA	5	NA
142877	Desulfitobacterium metallireducens	4	NA	NA
1429244	Paenibacillus polymyxa CR1	NA	3	NA
1429768	Erwinia phage Ea35-70	NA	2	NA
1430440	Magnetospirillum gryphiswaldense MSR-1 v2	NA	13	NA
1431546	Corynebacterium aquilae DSM 44791	NA	109	NA
1432056	Mannheimia sp. USDA-ARS-USMARC-1261	379	565	378
1432060	Dehalococcoides mccartyi CG4	NA	1	NA
1432061	Dehalococcoides mccartyi CG5	NA	1	NA
1432656	Thermococcus guaymasensis DSM 11113	NA	1	NA
1433126	Mucinivorans hirudinis	66	694	49
1433287	Mannheimia varigena USDA-ARS-USMARC-1296	NA	50	NA
143361	Filifactor alocis	485	NA	474
143393	[Eubacterium] sulci	380	NA	378
1434011	Komagataeibacter	NA	15	NA
1434099	Methanosarcina sp. Kolksee	NA	1	NA
1434100	Methanosarcina sp. MTP4	NA	21	NA
1434102	Methanosarcina sp. WH1	NA	1	NA
1434103	Methanosarcina sp. WWM596	NA	1	NA
1434104	Methanococcoides methylutens MM1	NA	2	NA
1434107	Methanosarcina barkeri 3	NA	30	NA
1434110	Methanosarcina horonobensis HB-1 = JCM 15518	NA	4	NA
1434111	Methanosarcina lacustris Z-7289	NA	4	NA
1434118	Methanosarcina siciliae C2J	NA	2	NA
1434120	Methanosarcina siciliae T4/M	NA	2	NA
1434123	Methanosarcina vacuolata Z-761	NA	3	NA
1434214	Mannheimia varigena USDA-ARS-USMARC-1312	NA	75	NA
1434215	Mannheimia varigena USDA-ARS-USMARC-1388	NA	44	NA
1434306	Streptomyces albulus ZPM	NA	4	NA
1435056	Trueperella pyogenes TP8	NA	4	NA
1435069	Vibrio tritonius	38	52	44
1435356	Rhodococcus pyridinivorans SB3094	NA	4	NA
1435984	Burkholderia pseudomallei MSHR62	NA	1	NA
1436290	Candidatus Symbiobacter mobilis	9	NA	NA
1436299	Pasteurella multocida subsp. multocida str. HN07	NA	8	NA
1437453	Streptomyces leeuwenhoekii	17	3	12
1437605	Bifidobacterium actinocoloniiforme DSM 22766	NA	19	NA
1437823	Xenorhabdus nematophila AN6/1	NA	13	NA
1437824	Castellaniella defragrans 65Phen	NA	55	NA
1437874	Corynebacterium sphenisci DSM 44792	NA	32	NA
1437875	Corynebacterium frankenforstense DSM 45800	NA	31	NA
1439852	Burkholderia pseudomallei K42	NA	1	NA
1440052	Escherichia albertii KF1	NA	3	NA
1441629	Pseudomonas cichorii JBC1	NA	17	NA
1441930	Chania multitudinisentens RB-25	NA	25	NA
1442136	Ectothiorhodospira sp. BSL-9	6	30	NA
1445505	Gynuella sunshinyii	7	NA	NA
1445510	Gynuella sunshinyii YC6258	NA	38	NA
1446467	Hymenobacter swuensis	4	NA	NA
1447715	Bifidobacterium pseudolongum PV8-2	NA	19	NA
1447716	Bifidobacterium kashiwanohense PV20-2	NA	6	NA
1448139	Aeromonas hydrophila YL17	NA	9	NA
1448273	Streptococcus phage DCC1738	NA	9	NA
1448274	Streptococcus phage K13	NA	39	56
1448276	Streptococcus phage IC1	NA	2	NA
1448860	Halobellus rufus	NA	3	NA
1449	Amphibacillus xylanus	14	NA	11
1449752	Staphylococcus epidermidis PM221	NA	2	NA
1449976	Kutzneria albida DSM 43870	NA	43	NA
1449978	Burkholderia vietnamiensis LMG 10929	NA	4	NA
1450527	Francisella tularensis subsp. novicida D9876	NA	3	NA
1450746	Pithovirus sibericum	NA	1	NA
1450761	Aneurinibacillus sp. XH2	5	44	NA
1451189	Corynebacterium falsenii DSM 44353	NA	25	NA
1452	Bacillus atrophaeus	1	9	NA
145259	Leptospira biflexa serovar Patoc	NA	27	NA
145260	Methanothermobacter	NA	1	NA
145261	Methanothermobacter wolfeii	NA	1436	NA
145262	Methanothermobacter thermautotrophicus	NA	2	NA
1452722	Bacillus megaterium Q3	NA	4	NA
1452724	Flavobacterium psychrophilum FPG3	NA	7	NA
1452725	Flavobacterium psychrophilum FPG101	NA	1	NA
1453352	Sediminicola sp. YIK13	9	103	10
1453429	Candidatus Atelocyanobacterium thalassa isolate ALOHA	NA	8	NA
1453495	Yersinia aldovae 670-83	NA	17	NA
1453496	Hafnia alvei FB1	NA	5	NA
1453988	Campylobacter lari RM16712	NA	5	NA
1454006	Siansivirga zeaxanthinifaciens CC-SAMT-1	NA	96	NA
145458	Rathayibacter toxicus	4	14	NA
1454589	Salmonella enterica subsp. enterica serovar Anatum str. USDA-ARS-USMARC-1728	NA	1	NA
1454627	Salmonella enterica subsp. enterica serovar Newport str. CDC 2010K-2159	NA	1	NA
1455062	Riemerella anatipestifer Yb2	NA	4	NA
1455074	Enterobacter phage PG7	NA	2	NA
1455592	Pasteurella multocida subsp. multocida PMTB2.1	NA	25	NA
1455608	Haladaptatus cibarius D43	NA	1	NA
1455609	Haloterrigena jeotgali A29	NA	1065	NA
1457141	Chlamydia avium	2	NA	NA
1457153	Chlamydia gallinacea	1	NA	NA
1457250	Halapricum salinum	NA	4	NA
1458307	Octadecabacter temperatus	5	5	NA
1458425	Comamonadaceae bacterium A1	7	26	NA
1458426	Comamonadaceae bacterium B1	15	11	10
1458465	Megasphaera elsdenii 14-14	NA	404	NA
1458492	Myroides sp. ZB35	2	17	NA
1458846	Mycobacterium phage RhynO	NA	1	NA
1458851	Enterococcus phage VD13	NA	1	NA
1458985	Moorea producens PAL-8-15-08-1	NA	39	NA
146	Spirochaeta	NA	2	NA
146015	Elephantid betaherpesvirus 1	NA	1	NA
1460372	Mycobacterium chelonae CCUG 47445	NA	4	NA
1462996	Paenibacillus yonginensis	4	39	NA
1464	Paenibacillus larvae	5	29	NA
1465	Brevibacillus laterosporus	14	NA	10
146825	Halorhabdus	NA	7	NA
146827	Corynebacterium simulans	14	17	12
146891	Prochlorococcus marinus str. AS9601	NA	1	NA
146919	Salinibacter ruber	8	50	NA
146923	Streptomyces parvulus	2	8	NA
146939	Azospira oryzae	24	NA	16
1469502	Burkholderiales bacterium GJ-E10	17	63	14
1470434	Zhongshania aliphaticivorans	10	26	NA
1470540	Jeotgalibaca	NA	35	NA
1471	Bacillus methanolicus	4	NA	NA
1471761	Novibacillus thermophilus	2	31	NA
1472345	Basilea psittacipulmonis	21	NA	14
147268	Thioalkalimicrobium cyclicum	17	NA	14
1472767	Lentibacillus amyloliquefaciens	3	22	NA
147375	Paenibacillus larvae subsp. larvae	NA	3	NA
1474867	Aureococcus anophagefferens virus	NA	12	NA
1476	Sporosarcina psychrophila	10	38	NA
147645	Paracoccus yeei	9	24	NA
1476577	Candidatus Saccharibacteria oral taxon TM7x	2069	7108	2063
1476901	Nonlabens sp. MIC269	2	12	NA
1477	Paenibacillus larvae subsp. pulvifaciens	NA	9	NA
147709	Carnobacterium inhibens	27	NA	22
1478	Bacillus simplex	13	39	NA
1479	Bacillus smithii	4	19	NA
1479019	Methylobacterium sp. C1	NA	1	NA
1480675	Halolamina sediminis	NA	2	NA
1482	Virgibacillus halodenitrificans	11	13	12
1483485	Ralstonia phage RS138	NA	6	NA
1483601	Methanosarcina sp. 1.H.A.2.2	NA	2	NA
1483602	Methanosarcina sp. 1.H.T.1A.1	NA	2	NA
1484116	Hymenobacter sp. PAMC 26554	14	66	11
1484118	Hymenobacter sp. PAMC 26628	24	91	22
1484157	Pantoea sp. PSNIH2	3	16	NA
1484158	Pantoea sp. PSNIH1	9	9	NA
148447	Paraburkholderia phymatum	9	NA	NA
1484693	Rhodoferax saidenbachensis	14	16	12
1485	Clostridium	NA	562	NA
1486034	Lacinutrix venerupis	16	48	15
1486245	Gramella flava	14	NA	13
1486262	Martelella endophytica	5	15	NA
1486421	Listeria phage LMSP-25	NA	1	NA
1486423	Lactoccocus phage WP-2	NA	1	NA
1486991	Candidatus Sodalis pierantonius	1	NA	NA
1487956	Corynebacterium sp. ATCC 6931	6	22	10
1488	Clostridium acetobutylicum	14	64	15
148814	Lactobacillus kunkeei	8	29	11
1491	Clostridium botulinum	70	109	58
1492	Clostridium butyricum	19	99	15
1492737	Flavobacterium gilvum	30	137	26
1492898	Flavisolibacter sp. LCS9	13	142	10
1493	Clostridium cellulovorans	23	NA	22
1493512	Synechococcus phage ACG-2014g	NA	1	NA
1494608	Arthrobacter sp. PAMC 25486	10	18	NA
1495067	Halostagnicola sp. A56	NA	2	NA
1495144	methanogenic archaeon ISO4-H5	NA	18	NA
1495336	Methanobacterium sp. SMA-27	NA	1	NA
149539	Salmonella enterica subsp. enterica serovar Enteritidis	NA	1	NA
1495769	Candidatus Evansia muelleri	1	1	NA
1496	Clostridioides difficile	108	255	86
149698	Massilia	NA	32	NA
1497	Clostridium formicaceticum	11	36	12
1498500	Halorubrum sp. BV1	NA	2	NA
1499392	Chromobacteriaceae	NA	46	NA
150055	Streptococcus lutetiensis	1	NA	NA
1500686	Pseudomonas sp. Os17	NA	4	NA
1500687	Pseudomonas sp. St29	1	1	NA
1500713	Vibrio phage X29	NA	1	NA
1500960	Campylobacter sp. RM16704	2	3	NA
1501	Clostridium pasteurianum	21	81	18
1501268	Prochlorococcus sp. MIT 0604	NA	4	NA
1501269	Prochlorococcus sp. MIT 0801	NA	2	NA
1501348	Amoebophilaceae	NA	2	NA
1502	Clostridium perfringens	25	100	24
150247	Anoxybacillus	NA	31	NA
150286	Anguillid herpesvirus 1	NA	1	NA
1503054	Burkholderia stagnalis	1	11	NA
1503055	Burkholderia territorii	1	5	NA
150340	Vibrio antiquarius	15	2	13
1504981	Halomonas sp. KO116	11	30	11
1505596	Blochmannia endosymbiont of Polyrhachis (Hedomyrma) turneri	NA	3	NA
1505597	Blochmannia endosymbiont of Camponotus (Colobopsis) obliquus	7	7	NA
1505907	Thermococcus eurythermalis	NA	4	NA
1506553	Lachnoclostridium	NA	146	NA
1507806	Campylobacter fetus subsp. testudinum	NA	16	NA
150829	Treponema azotonutricium	1	NA	NA
1508404	Jeotgalibacillus malaysiensis	5	56	NA
1508454	Haloferax sp. ATB1	NA	5	NA
1508644	Candidatus Arthromitus sp. SFB-mouse-NL	NA	1	NA
1508657	Ruminiclostridium	NA	35	NA
1509	Clostridium sporogenes	4	19	NA
1509244	Candidatus Nucleicultrix amoebiphila	2	NA	NA
1510	[Clostridium] stercorarium	3	64	NA
1510841	Parasaccharibacter apium	4	10	NA
1511	Acetoanaerobium sticklandii	20	170	18
1511761	Leuconostoc mesenteroides subsp. suionicum	NA	2	NA
1513	Clostridium tetani	13	49	15
1514105	Erysipelothrix larvae	14	63	11
1514971	Haloprofundus marisrubri	NA	3	NA
1515	Ruminiclostridium thermocellum	5	43	NA
1515612	Sphingopyxis fribergensis	1	6	NA
1517	Thermoanaerobacterium thermosaccharolyticum	11	13	NA
151895	Pseudopedobacter saltans	23	NA	17
1519	Clostridium tyrobutyricum	10	67	NA
1520	Clostridium beijerinckii	24	98	15
1521	[Clostridium] cellulolyticum	3	NA	NA
1522092	Clostridium phage phiCDHM19	NA	1	NA
152260	Chloroflexus aggregans	1	NA	NA
152297	Pseudoalteromonas issachenkonii	2	NA	NA
152331	Lactobacillus parabuchneri	6	16	NA
152480	Burkholderia ambifaria	5	1	NA
1525	Moorella thermoacetica	7	37	NA
152500	Burkholderia dolosa	1	NA	NA
1526048	Haloferax sp. Q22	NA	2	NA
1526571	Lacimicrobium alkaliphilum	6	24	NA
1526658	Bosea vaviloviae	NA	17	NA
152682	Sphingomonas melonis	4	NA	NA
1526927	Planococcus sp. PAMC 21323	8	3	NA
1527519	Escherichia phage Av-05	NA	1	NA
1527770	Rhizobium phage vB_RleM_P10VF	NA	1	NA
152794	Corynebacterium efficiens	11	NA	10
1528098	Rickettsiales bacterium Ac37b	2	7	NA
1528099	Lawsonella clevelandensis	17	194	15
1529069	Polaribacter sp. BM10	28	66	29
1531429	Coriobacteriaceae bacterium 68-1-3	4	46	NA
1532555	Brevundimonas sp. DS20	3	7	NA
1534	Clostridium kluyveri	3	103	NA
1534110	Pseudomonas sp. DR 5-09	2	7	NA
153496	Kozakia baliensis	2	13	NA
1536769	Paenibacillus sp. FSL P4-0081	1	12	NA
1536770	Paenibacillus sp. FSL R5-0345	NA	9	NA
1536771	Paenibacillus sp. FSL R5-0912	NA	53	NA
1536772	Paenibacillus sp. FSL R7-0273	NA	15	NA
1536773	Paenibacillus sp. FSL R7-0331	6	13	NA
1536774	Paenibacillus sp. FSL H7-0357	2	23	NA
1536775	Paenibacillus sp. FSL H7-0737	1	11	NA
1538553	Methylomonas denitrificans	8	20	NA
1538644	Sphingobacterium sp. ML3W	32	247	35
1539298	Treponema sp. OMZ 838	2279	3468	2278
153948	Nitrosomonas sp. AL212	3	6	NA
154	Spirochaeta thermophila	8	27	NA
1540091	Bacillus phage Moonbeam	NA	1	NA
154122	Mink calicivirus	NA	1	NA
1541819	Mycobacterium phage Omnicron	NA	1	NA
1541959	Candidatus Izimaplasma sp. HR1	13	55	NA
1542	Clostridium novyi	19	NA	15
1542390	Francisella sp. CA97-1460	7	24	NA
1543721	Sedimenticola thiotaurini	4	20	NA
1544718	Haloferax sp. SB29	NA	1	NA
1544719	Haloferax sp. SB3	NA	1	NA
1545702	Lactobacillus sp. wkB8	5	99	NA
1545728	Mycobacterium sp. EPa45	2	5	NA
1545835	Marinitoga sp. 1137	NA	3	NA
1546154	unclassified Phycisphaerae	NA	18	NA
1547283	Bacillus weihaiensis	13	19	12
1547445	Francisella sp. FSC1006	2	14	NA
1548	Clostridium scatologenes	15	35	15
1548547	Woeseia oceani	7	26	NA
1549855	Haematospirillum jordaniae	NA	10	NA
1549858	Sphingomonas taxi	NA	17	NA
1550241	Thermofilum uzonense	NA	7	NA
1550566	Methanoculleus sediminis	NA	7	NA
155077	Cellvibrio japonicus	5	NA	NA
155085	Staphylococcus lutrae	5	10	NA
1552	Clostridium estertheticum subsp. estertheticum	NA	101	NA
1555112	Limnochorda pilosa	14	40	NA
1555208	Ruegeria phage DSS3-P1	NA	1	NA
155537	Microscilla sp. PRE1	NA	8	NA
1556	Gottschalkia acidurici	9	NA	NA
155615	Fusobacterium nucleatum subsp. vincentii	NA	1832	NA
155892	Caulobacter vibrioides	5	NA	NA
155978	Acaryochloris marina	3	NA	NA
1560342	Acinetobacter phage YMC13/03/R2096	NA	2	NA
1560345	Sphingomonas panacis	3	24	NA
1561	Clostridium baratii	44	72	44
1561022	Streptomyces sp. CCM_MD2014	1	10	NA
1561023	Curtobacterium sp. MR_MD2014	6	6	NA
1561223	Mycobacterium sp. QIA-37	18	6	18
1561964	Methanosphaera sp. WGK6	NA	13	NA
1562	Desulfotomaculum	NA	33	NA
1562970	Fermentimonas caenicola	60	692	55
1564	Desulfotomaculum ruminis	7	NA	NA
1564114	Rhodococcus sp. B7740	4	11	NA
1564506	Rhodovulum sp. P5	1	15	NA
1564681	Carnobacterium sp. CP1	18	72	18
1565	Desulfotomaculum nigrificans	5	NA	NA
1565991	Bacillus sp. X1(2014)	16	20	16
1566358	Paenibacillus sp. IHBB 10380	16	31	15
1566990	Streptococcus phage SpSL1	NA	57	47
1566993	Arthrobacter phage vB_ArtM-ArV1	NA	1	NA
156889	Magnetococcus marinus MC-1	NA	40	NA
1569	Sporosarcina	NA	29	NA
156978	Corynebacterium imitans	16	38	18
157	Treponema	NA	626	NA
1570	Halobacillus halophilus	4	NA	NA
1570339	Peptoniphilaceae	NA	24	NA
1570939	Rhodococcus sp. 2G	NA	7	NA
1571	Sporosarcina ureae	10	37	NA
157239	Haemophilus phage HP2	NA	487	1099
1572656	Ruminococcaceae bacterium CPB6	1	56	NA
1572712	Geobacillus virus E3	NA	4	NA
1572745	Mannheimia phage vB_MhS_587AP2	NA	3	NA
1575	Leifsonia xyli	22	22	16
157673	[Mannheimia] succiniciproducens	294	NA	266
157779	Kushneria marisflavi	1	12	NA
1577791	Candidatus Methanoplasma termitum	NA	23	NA
157782	Pseudomonas parafulva	11	15	11
157783	Pseudomonas cremoricolorata	4	31	NA
1578	Lactobacillus	NA	389	NA
1578165	Mycobacterium saopaulense	3	3	NA
1578828	Edwardsiella sp. EA181011	1	NA	NA
1579	Lactobacillus acidophilus	21	6	17
157920	Cellulosimicrobium	NA	20	NA
157924	Streptococcus phage SM1	NA	103	45
1579316	Halocynthiibacter arcticus	5	21	NA
1579979	Wenzhouxiangella marina	10	41	NA
158	Treponema denticola	585	NA	582
1580	Lactobacillus brevis	2	37	NA
1580092	Candidatus Nitrosopumilus adriaticus	NA	2	NA
158080	Chromohalobacter salexigens	15	NA	14
1581	Lactobacillus buchneri	8	20	NA
1581011	Sulfurospirillum sp. UCH001	10	16	11
158189	Sphaerochaeta globosa str. Buddy	NA	69	NA
158190	Sphaerochaeta pleomorpha str. Grapes	NA	94	NA
1582	Lactobacillus casei	2	16	NA
1583098	Fusobacterium hwasookii	4105	1653	4164
1583100	Myroides sp. A21	1	11	NA
158327	Hahella chejuensis	3	NA	NA
1583341	Pseudomonas cerasi	3	1	NA
1584	Lactobacillus delbrueckii	5	37	NA
1585	Lactobacillus delbrueckii subsp. bulgaricus	NA	15	NA
158500	Novosphingobium resinovorum	3	14	NA
1586287	Lentzea guizhouensis	7	17	NA
1587	Lactobacillus helveticus	13	10	12
158787	Bifidobacterium scardovii	12	NA	10
158822	Cedecea neteri	36	19	34
158836	Enterobacter hormaechei	7	NA	NA
158899	Collimonas fungivorans	19	9	13
1589270	Streptococcus phage Str-PAP-1	NA	5	NA
159	Brachyspira hyodysenteriae	11	NA	NA
1590	Lactobacillus plantarum	12	67	NA
159087	Dechloromonas aromatica RCB	NA	51	NA
1591054	Thermococcus sp. EP1	NA	2	NA
1591088	Helicobacter himalayensis	3	27	NA
1592897	Coxiella-like endosymbiont	3	4	NA
159346	Roseibacterium elongatum	10	NA	10
1596	Lactobacillus gasseri	105	65	102
1597	Lactobacillus paracasei	1	14	NA
159743	Paenibacillus terrae	2	NA	NA
1598	Lactobacillus reuteri	23	42	18
1598147	Planococcus faecalis	5	2	NA
1599	Lactobacillus sakei	11	NA	11
1600	Lactobacillus acetotolerans	2	24	NA
1603	Lactobacillus amylophilus	15	NA	NA
1603555	Candidatus Nitrosotenuis cloacae	NA	3	NA
1603606	Desulfuromonas soudanensis	13	25	13
160386	Corynebacterium casei	11	NA	10
1604	Lactobacillus amylovorus	17	14	17
1604004	Halanaeroarchaeum sulfurireducens	NA	9	NA
160491	Streptococcus pyogenes str. Manfredo	NA	3	NA
1606016	Elizabethkingia endophytica	9	42	NA
160660	Acidihalobacter prosperus	7	22	NA
1606763	Mycobacterium phage Kratio	NA	2	NA
160791	Sphingomonas wittichii	3	NA	NA
160798	Marinitoga	NA	21	NA
160799	Paenibacillus borealis	3	19	NA
160808	Acidithiobacillus ferrivorans	3	NA	NA
1608473	Acinetobacter sp. NCu2D-2	18	19	16
1608628	Candidatus Filomicrobium marinum	NA	15	NA
1609559	Pyrococcus kukulkanii	NA	3	NA
1609966	Confluentimicrobium sp. EMB200-NS6	NA	11	NA
1609968	Methanobrevibacter sp. YE315	NA	5	NA
1609977	Sphingomonas hengshuiensis	1	24	NA
1610493	Tessaracoccus flavus	15	52	14
1610872	Staphylococcus phage IME-SA4	NA	2	NA
1611770	Pseudomonas sp. MRSN12121	1	NA	NA
1612551	Actinoalloteichus sp. GBA129-24	NA	1	NA
1612552	Actinoalloteichus sp. ADI127-7	NA	8	NA
1613	Lactobacillus fermentum	12	49	10
161360	Planococcus antarcticus	2	NA	NA
161398	Pseudoalteromonas phenolica	20	29	13
161492	Anaeromyxobacter	NA	71	NA
161493	Anaeromyxobacter dehalogenans	4	NA	NA
1615909	Geminocystis sp. NIES-3708	1	18	NA
1617448	Geminocystis sp. NIES-3709	1	9	NA
1618207	Arthrobacter sp. IHBB 11108	8	28	NA
161879	Corynebacterium kroppenstedtii	140	NA	139
161895	Corynebacterium phocae	12	35	12
161896	Corynebacterium camporealensis	11	32	10
161899	Corynebacterium singulare	11	42	10
1619308	Cnuibacter physcomitrellae	14	25	18
1619313	Erwinia gerundensis	21	21	18
1620392	Spongiibacter sp. IMCC21906	10	22	10
1620421	Hoeflea sp. IMCC20628	3	19	NA
1620892	Inhangapi virus	NA	2	NA
162209	Paenibacillus naphthalenovorans	NA	20	NA
1622118	Lutibacter profundi	21	131	17
1622193	Gordonia phage Gsput1	NA	28	NA
1623	Lactobacillus ruminis	5	NA	NA
1623281	Che8virus	NA	3	NA
1624	Lactobacillus salivarius	52	76	52
1625	Lactobacillus sanfranciscensis	9	NA	NA
163003	Thermococcus cleftensis	NA	1	NA
1630135	Dermabacter vaginalis	10	23	10
1630693	Gemmata sp. SH-PL17	3	30	NA
163164	Wolbachia endosymbiont of Drosophila melanogaster	NA	2	NA
1631871	Weissella jogaejeotgali	9	18	NA
1632864	Planctomyces sp. SH-PL14	5	23	NA
1633874	Acetobacter sp. SLV-7	2	3	NA
1634516	Citromicrobium sp. JL477	1	21	NA
1636152	Planctomyces sp. SH-PL62	4	31	NA
1636271	Verrucomicrobia phage P8625	NA	1	NA
1636314	Enterobacter phage E-3	NA	1	NA
1637	Listeria	NA	92	NA
1637837	Burkholderia sp. MSMB0266	NA	2	NA
1637841	Burkholderia sp. MSMB0852	2	1	NA
1637999	Verrucomicrobia bacterium IMCC26134	15	34	11
1638	Listeria ivanovii	19	9	18
1639	Listeria monocytogenes	27	69	19
1639108	Chania multitudinisentens	24	NA	19
1639348	Magnetospirillum sp. ME-1	8	4	NA
1640	Listeria seeligeri	8	NA	NA
1641165	Halomicronema hongdechloris C2206	NA	26	NA
1641402	Pseudonocardia sp. HH130629-09	2	15	NA
1642	Listeria innocua	8	NA	NA
1642646	Petrimonas mucosa	85	1029	84
1642647	Proteiniphilum saccharofermentans	50	1094	38
1643	Listeria welshimeri	11	NA	NA
1643450	Devosia sp. H5989	8	17	NA
164348	Streptomyces puniciscabiei	5	27	NA
1643685	Borreliaceae	NA	6	NA
1643824	Atopobiaceae	NA	125	NA
1643826	Eggerthellaceae	NA	65	NA
1643948	Kosmotogaceae	NA	2	NA
1643949	Petrotogaceae	NA	7	NA
1643950	Fervidobacteriaceae	NA	7	NA
1643951	Pseudothermotoga	NA	13	NA
1644055	Haloferacales	NA	2	NA
1644056	Haloferacaceae	NA	3	NA
1644061	Natrialbaceae	NA	14	NA
1644130	Maribacter sp. 1_2014MBL_MicDiv	7	69	NA
1644131	Janthinobacterium sp. 1_2014MBL_MicDiv	9	3	NA
164450	Vulcanisaeta	NA	1	NA
164514	Blattabacterium punctulatus	3	NA	NA
1646	Renibacterium salmoninarum	2	NA	NA
164608	Sphingomonas sp. KA1	NA	1	NA
1646498	Acinetobacter sp. TTH0-4	2	6	NA
1647	Erysipelothrix	NA	10	NA
1647304	Mycobacterium phage FlagStaff	NA	1	NA
1647309	Mycobacterium phage MOOREtheMARYer	NA	1	NA
1647391	Streptococcus phage APCM01	NA	2	NA
1647413	Anabaena sp. WA102	2	9	NA
1647470	Gordonia phage GMA1	NA	2	NA
164757	Mycobacterium sp. JLS	4	3	NA
1648	Erysipelothrix rhusiopathiae	12	84	11
1648404	Erythrobacter atlanticus	5	12	NA
1648923	Bacillus paralicheniformis	1	7	NA
1649184	Streptomyces sp. CFMR 7	NA	12	NA
1649845	Yersinia pseudotuberculosis complex	NA	3	NA
1650354	Caldivirga sp. MU80	NA	6	NA
1650658	Actinobacteria bacterium IMCC26256	NA	12	NA
1650659	Thermoproteus sp. CP80	NA	5	NA
165096	Weissella koreensis	4	NA	NA
1652495	Corynebacterium crudilactis	3	14	NA
1652545	Arthrobacter sp. YC-RL1	1	10	NA
1653476	Caldimicrobium thiodismutans	NA	20	NA
1653478	Rhodococcus sp. PBTS 1	11	21	NA
1653479	Rhodococcus sp. PBTS 2	2	6	NA
1653831	Blattabacterium cuenoti	8	NA	NA
1654	Actinomyces	NA	1722	NA
1654582	Kallithea virus	NA	1	NA
1655514	Pelagibacteraceae	NA	4	NA
165695	Sphingobium	NA	12	NA
