Scientific Name,ID
Influenza B virus (B/Johannesburg/5564/2012),1954033
Influenza B virus (B/Johannesburg/3009/2012),1954032
Influenza B virus (B/Johannesburg/242/2012),1954031
Influenza B virus (B/Norway/1165/2012),1954030
Influenza B virus (B/Norway/1133/2012),1954029
Influenza B virus (B/Norway/1072/2012),1954028
Influenza B virus (B/Dakar/17/2012),1954027
Influenza B virus (B/Dakar/9/2012),1954026
Influenza B virus (B/Dakar/5/2012),1954025
Influenza B virus (B/Dakar/3/2012),1954024
Influenza B virus (B/Dakar/10/2012),1954023
Influenza B virus (B/Dakar/08/2012),1954022
Influenza B virus (B/Dakar/06/2012),1954021
Influenza B virus (B/Dakar/04/2012),1954020
Influenza B virus (B/Dakar/01/2012),1954019
Influenza B virus (B/Lorraine/1408/2012),1954018
Influenza B virus (B/Guyane/1307/2012),1954017
Influenza B virus (B/Centre/1376/2012),1954016
Influenza B virus (B/PaysdeLoire/1240/2012),1954015
Influenza B virus (B/Djibouti/IP1157/2012),1954014
Influenza B virus (B/Norway/2290/2012),1954064
Influenza B virus (B/Norway/2157/2012),1954063
Influenza B virus (B/Norway/2117/2012),1954062
Influenza B virus (B/Norway/2114/2012),1954061
Influenza B virus (B/Norway/2090/2012),1954060
Influenza B virus (B/Norway/2026/2012),1954059
Influenza B virus (B/Norway/1995/2012),1954058
Influenza B virus (B/Norway/1864/2012),1954057
Influenza B virus (B/Norway/1836/2012),1954056
Influenza B virus (B/Norway/1477/2012),1954055
Influenza B virus (B/HongKong/3577/2012),1954054
Influenza B virus (B/Novosibirsk/1/2012),1953971
Influenza B virus (B/Estonia/55669/2011),1954053
Influenza B virus (B/BuenosAires/8833/2012),1954052
Influenza B virus (B/Tucuman/A458/2012),1954051
Influenza B virus (B/SantaFe/915530/2012),1954050
Influenza B virus (B/Tucuman/A285/2012),1954049
Influenza B virus (B/Formosa/V2367/2012),1954048
Influenza B virus (B/Denmark/24/2011),1953944
Influenza B virus (B/Denmark/16/2011),1953943
Influenza B virus (B/Israel/17/2011),1953942
Influenza B virus (B/Israel/15/2011),1953941
Influenza B virus (B/Ireland/12M2515/2012),1953940
Influenza B virus (B/Attecoube/GR887/2011),1953939
Influenza B virus (B/Catalonia/S4125/2011),1953938
Influenza B virus (B/Catalonia/S4251/2011),1953937
Influenza B virus (B/Attecoube/GR1101/2011),1953936
Influenza B virus (B/AixenProvence/1795/2011),1953935
Influenza B virus (B/SachenAnhalt/1/2012),1953934
Influenza B virus (B/Norway/2429/2011),1953933
Influenza B virus (B/Yopougon/GR926/2011),1953932
Influenza B virus (B/Yopougon/GR882/2011),1953931
Influenza B virus (B/Berlin/147/2011),1953930
Influenza B virus (B/Sweden/2/2011),1953929
Influenza B virus (B/Norway/2075/2011),1953928
Influenza B virus (B/Berlin/146/2011),1953927
Influenza B virus (B/Netherlands/707/2011),1953926
Influenza B virus (B/Lyon/2760/2012),1954079
Influenza B virus (B/England/707/2012),1954078
Influenza B virus (B/England/709/2012),1954077
Influenza B virus (B/England/626/2012),1954076
Influenza B virus (B/Valladolid/96/2012),1954075
Influenza B virus (B/England/595/2012),1954069
Influenza B virus (B/England/580/2012),1954068
Influenza B virus (B/BadenWurttemberg/39/2012),1954074
Influenza B virus (B/Stockholm/14/2012),1954073
Influenza B virus (B/Denmark/31/2012),1954072
Influenza B virus (B/Denmark/26/2012),1954071
Influenza B virus (B/Denmark/23/2012),1954070
Influenza B virus (B/England/579/2012),1954067
Influenza B virus (B/England/594/2012),1954066
Influenza B virus (B/England/577/2012),1954065
Influenza B virus (B/Athens_GR/199/2012),1953962
Influenza B virus (B/Athens_GR/132/2012),1953961
Influenza B virus (B/Athens_GR/123/2012),1953960
Influenza B virus (B/Lefkada_GR/46/2012),1953959
Influenza B virus (B/Qatar/2311002267/2011),1953958
Influenza B virus (B/Qatar/2311005072/2011),1953957
Influenza B virus (B/Yaounde/11V-20231/2011),1953956
Influenza B virus (B/Yaounde/11V-20028/2011),1953955
Influenza B virus (B/Yaounde/11V-18591/2011),1953954
Influenza B virus (B/Yaounde/11V-18472/2011),1953953
Influenza B virus (B/Navarra/RR9043/2012),1953950
Influenza B virus (B/Latvia/1-48266/2012),1953952
Influenza B virus (B/LaRioja/RR8959/2011),1953951
Influenza B virus (B/Austria/653880/2012),1953949
Influenza B virus (B/Dakar/17/2011),1953948
Influenza B virus (B/Dakar/09/2011),1953947
Influenza B virus (B/Dakar/08/2011),1953946
Influenza B virus (B/Dakar/05/2011),1953945
Influenza B virus (B/Ghana/DILI-0859/2012),1954097
Influenza B virus (B/Ghana/ARI-1648/2012),1954096
Influenza B virus (B/Porto/EuroEva38/2013),1954095
Influenza B virus (B/Valladolid/99/2012),1954094
Influenza B virus (B/Burgos/95/2012),1954093
Influenza B virus (B/Braga_PT/12/2012),1954092
Influenza B virus (B/Lisboa_PT/9/2012),1954091
Influenza B virus (B/Porto_PT/14/2012),1954090
Influenza B virus (B/Lisboa_PT/8/2012),1954089
Influenza B virus (B/Lisboa_PT/7/2012),1954088
Influenza B virus (B/Saarland/2/2012),1954087
Influenza B virus (B/Sachsen/26/2012),1954086
Influenza B virus (B/England/706/2012),1954085
Influenza B virus (B/Thuringen/1/2013),1954084
Influenza B virus (B/Bayern/1/2013),1954083
Influenza B virus (B/BadenWurttemberg/41/2012),1954082
Influenza B virus (B/Lyon/2771/2012),1954081
Influenza B virus (B/Poitiers/2821/2012),1954080
Influenza B virus (B/Ukraine/5374/2012),1953978
Influenza B virus (B/Ireland/12M17522/2012),1953977
Influenza B virus (B/StPetersburg/24E2/2012),1953976
Influenza B virus (B/England/537/2012),1953975
Influenza B virus (B/England/507/2012),1953974
Influenza B virus (B/StPetersburg/24C2/2012),1953973
Influenza B virus (B/StPetersburg/18/2012),1953972
Influenza B virus (B/Estonia/67205/2012),1953970
Influenza B virus (B/Norway/710/2012),1953969
Influenza B virus (B/Norway/579/2012),1953968
Influenza B virus (B/Novosibirsk/2/2012),1953967
Influenza B virus (B/Athens_GR/152/2012),1953966
Influenza B virus (B/Crete_GR/141/2012),1953965
Influenza B virus (B/Athens_GR/98/2012),1953964
Influenza B virus (B/Lefkada_GR/58/2012),1953963
Influenza B virus (B/Iasi/131732/2013),1954135
Influenza B virus (B/Bucuresti/131574/2013),1954134
Influenza B virus (B/Andalucia/358/2012),1954119
Influenza B virus (B/Lyon-CHU/50/569/2012),1954133
Influenza B virus (B/Lyon/2696/2012),1954132
Influenza B virus (B/Trieste/01/2013),1954131
Influenza B virus (B/Parma/01/2013),1954130
Influenza B virus (B/Reims/1624/2012),1954129
Influenza B virus (B/Guyane/308/2012),1954128
Influenza B virus (B/Paris/1828/2012),1954127
Influenza B virus (B/Norway/2476/2012),1954126
Influenza B virus (B/Norway/2402/2012),1954125
Influenza B virus (B/Athens_GR/11/2013),1954124
Influenza B virus (B/Roma/02/2012),1954123
Influenza B virus (B/Milano/36/2012),1954122
Influenza B virus (B/Belgium/G901/2012),1954121
Influenza B virus (B/Norway/2281/2012),1954120
Influenza B virus (B/Navarra/304/2012),1954118
Influenza B virus (B/PaisVasco/284/2012),1954117
Influenza B virus (B/Israel/1/2013),1954116
Influenza B virus (B/Latvia/1-40275p/2013),1954115
Influenza B virus (B/Latvia/12-32427p/2012),1954114
Influenza B virus (B/Ireland/02490/2013),1954113
Influenza B virus (B/Ireland/00125/2013),1954112
Influenza B virus (B/Ireland/90999/2012),1954111
Influenza B virus (B/Ireland/88486/2012),1954110
Influenza B virus (B/Milano/44/2012),1954109
Influenza B virus (B/Parma/03/2012),1954108
Influenza B virus (B/Belgium/G886/2012),1954107
Influenza B virus (B/Switzerland/7628394/2012),1954106
Influenza B virus (B/Switzerland/7587143/2012),1954105
Influenza B virus (B/Norway/2349/2012),1954104
Influenza B virus (B/Belgium/G922/2012),1954103
Influenza B virus (B/Caen/1808/2012),1954102
Influenza B virus (B/PaysdeLoire/1791/2012),1954101
Influenza B virus (B/Jordan/30465/2012),1954100
Influenza B virus (B/Jordan/30014/2012),1954099
Influenza B virus (B/Jordan/20440/2012),1954098
Human immunodeficiency virus 1,11676
Influenza B virus (B/Netherlands/039/2012),1954143
Influenza B virus (B/Netherlands/521/2012),1954142
Influenza B virus (B/HongKong/3608/2012),1954141
Influenza B virus (B/HongKong/6/2013),1954140
Influenza B virus (B/HongKong/3611/2012),1954139
Influenza B virus (B/HongKong/12/2013),1954138
Influenza B virus (B/Blida/143/2012),1954137
Influenza B virus (B/Blida/113/2012),1954136
Influenza B virus (B/Ghana/FS12-808/2012),1953995
Influenza B virus (B/Ghana/DILI12-098/2012),1953994
Influenza B virus (B/Ghana/FS12-831/2012),1953993
Influenza B virus (B/Roma/01/2012),1953992
Influenza B virus (B/Milano/16/2012),1953991
Influenza B virus (B/Milano/05/2012),1217556
Influenza B virus (B/Perugia/02/2012),1953990
Influenza B virus (B/Stockholm/9/2012),1953989
Influenza B virus (B/Finland/292/2012),1953988
Influenza B virus (B/Milano/03/2012),1217553
Influenza B virus (B/Georgia/436/2012),1953987
Influenza B virus (B/Georgia/741/2012),1953986
Influenza B virus (B/Georgia/655/2012),1953985
Influenza B virus (B/Stockholm/8/2012),1953984
Influenza B virus (B/Stockholm/5/2012),1953983
Influenza B virus (B/Stockholm/2/2012),1953982
Influenza B virus (B/Lisboa/3/2012),1953981
Influenza B virus (B/Lisboa/1/2012),1953980
Influenza B virus (B/Ukraine/5376/2012),1953979
Alouatta guariba,182256
Hepatitis C virus,11103
Mycoplasma gallinaceum,29556
Mycoplasma neurolyticum,2120
Mycoplasma putrefaciens,2123
Mycoplasma hyorhinis,2100
Mycoplasma pneumoniae,2104
Mycoplasma salivarium,2124
Streptococcus merionis,400065
Salmonella enterica subsp. enterica serovar Gallinarum,594
Roseomonas mucosa,207340
Streptococcus constellatus subsp. pharyngis,184250
Prevotella intermedia,28131
[Haemophilus] ducreyi,730
Cardiobacterium hominis,2718
Rhodococcus coprophilus,38310
Gordonia rubripertincta,36822
Legionella busanensis,190655
Legionella taurinensis,70611
Mobiluncus curtisii subsp. holmesii,144178
Eikenella corrodens,539
Chryseobacterium taklimakanense,536441
Suttonella ornithocola,279832
Legionella beliardensis,91822
Roseomonas gilardii subsp. rosea,243956
Sphingobacterium mizutaii,1010
Buttiauxella agrestis,82977
Legionella israelensis,454
Legionella steigerwaltii,460
Legionella rubrilucens,458
Legionella maceachernii,466
Mycoplasma gallisepticum,2096
Cutibacterium granulosum,33011
Wolinella succinogenes,844
Fusobacterium nucleatum subsp. vincentii,155615
Haplochromis tweddlei,698650
Thylogale thetis,442964
Rana catesbeiana,8400
Andrias davidianus,141262
Kingella denitrificans,502
Burkholderia oklahomensis,342113
Rhodococcus gordoniae,223392
Actinomyces slackii,52774
Mycobacterium thermoresistibile,1797
Mycoplasma orale,2121
Vibrio alginolyticus,663
Pasteurella testudinis,761
Serratia ficaria,61651
Edwardsiella hoshinae,93378
Eggerthella lenta,84112
Grimontia hollisae,673
Bacteroides ovatus,28116
Shinella zoogloeoides,352475
Actinobacillus lignieresii,720
Staphylococcus stepanovicii,643214
Staphylococcus petrasii subsp. jettensis,1077965
Achromobacter insolitus,217204
Actinomyces denticolens,52767
Staphylococcus saccharolyticus,33028
Propioniferax innocua,1753
Micrococcus lylae,1273
Mycobacterium vaccae,1810
[Clostridium] sphenoides,29370
Schizosaccharomyces pombe,4896
Staphylococcus muscae,1294
Mycobacterium gordonae,1778
Acholeplasma laidlawii,2148
[Pasteurella] aerogenes,749
Kingella potus,265175
Haemophilus pittmaniae,249188
Bordetella avium,521
Pasteurella multocida subsp. septica,115545
Moraxella osloensis,34062
Staphylococcus microti,569857
Mycobacterium peregrinum,43304
Lactobacillus brevis,1580
Anaerococcus prevotii,33034
Nocardia asteroides,1824
Blautia coccoides,1532
Rothia dentocariosa,2047
Neotoma albigula,42408
Achromobacter sp.,134375
Citrobacter rodentium,67825
Aratinga solstitialis,176015
Nothobranchius furzeri,105023
Salmonella enterica subsp. enterica serovar Typhi str. CT18,220341
Clostridium perfringens ATCC 13124,195103
Salmonella enterica subsp. enterica serovar Typhi str. 404ty,497977
Lythrypnus dalli,314003
Gambelia sila,475046
Gambelia wislizenii,43593
Gambelia copeii,475045
Plasmodium vivax,5855
Salmonella enterica subsp. enterica serovar Typhimurium str. D23580,568708
Staphylococcus simiae,308354
Staphylococcus piscifermentans,70258
Campylobacter jejuni subsp. doylei,32021
Yokenella regensburgei,158877
Staphylococcus petrasii subsp. petrasii,1276937
Staphylococcus nepalensis,214473
Staphylococcus devriesei,586733
Staphylococcus condimenti,70255
Citrobacter braakii,57706
Pasteurella canis,753
Myroides odoratus,256
Megamonas hypermegale,158847
Collinsella aerofaciens,74426
Gordonia bronchialis,2054
Staphylococcus carnosus subsp. utilis,147449
Staphylococcus carnosus subsp. carnosus,147448
Actinomyces israelii,1659
Mycobacterium chitae,1792
Mycobacterium aurum,1791
Gemella morbillorum,29391
Dermacoccus nishinomiyaensis,1274
[Clostridium] indolis,69825
Actinomyces bovis,1658
Oerskovia turbata,1713
Legionella jamestowniensis,455
Legionella erythra,448
Achromobacter piechaudii,72556
Vibrio mediterranei,689
Atopobium fossor,39487
Bifidobacterium adolescentis,1680
Anaerobiospirillum succiniciproducens,13335
Photobacterium damselae,38293
Pasteurella dagmatis,754
Gallibacterium anatis,750
Cocos nucifera,13894
feces metagenome,1861841
Syngnathus scovelli,161590
Mus pahari,10093
Mus caroli,10089
Arabis alpina,50452
Macaca fascicularis,9541
Lagenaria siceraria,3668
Montastraea cavernosa,63558
Catharanthus roseus,4058
Triticum aestivum,4565
Thryonomys swinderianus,10169
bioreactor metagenome,1076179
Pseudotsuga menziesii,3357
Mycobacterium tuberculosis complex bacterium,1494075
Aedes aegypti,7159
Cyphotilapia frontosa,27783
Limnochromis auritus,27749
Tanganicodus irsacae,27763
Boulengerochromis microlepis,32488
Acanthaster planci,133434
Asparagus officinalis,4686
Mycobacterium aichiense,1799
Vibrio natriegens,691
Vibrio campbellii,680
Moraxella ovis,29433
Avibacterium gallinarum,755
Actinobacillus seminis,722
Veillonella parvula,29466
Vibrio pelagius,28169
Nocardia brasiliensis,37326
Faecalicoccus pleomorphus,1323
Prevotella bivia,28125
Moraxella catarrhalis,480
Kingella kingae,504
Haemophilus aegyptius,197575
Haemophilus haemoglobinophilus,733
Mobiluncus curtisii,2051
Finegoldia magna,1260
Streptococcus constellatus,76860
Kytococcus sedentarius,1276
Paenibacillus polymyxa,1406
Paenibacillus macerans,44252
Cryptococcus neoformans var. grubii,178876
food metagenome,870726
Drosophila pseudoobscura pseudoobscura,46245
Gadus morhua,8049
Macaca mulatta,9544
Litopenaeus vannamei,6689
Tripsacum dactyloides,4563
Gadus morhua 'NEAC',328276
Tyrannochromis macrostoma,40198
Cyrtocara moorii,30882
unidentified bacterium,1826778
Bacteria,2
Avena sativa,4498
Citrus sinensis,2711
Comamonas terrigena,32013
Tyrannochromis nigriventer,163648
Labeotropheus fuelleborni,57307
Labeotropheus trewavasae,120210
Maylandia livingstonii,40194
Pseudotropheus elongatus,445509
Oreochromis squamipinnis,1448877
Melanochromis auratus,27751
Gephyrochromis lawsi,323775
Cheilochromis euchilus,316406
Aristochromis christyi,143555
Pseudotropheus fainzilberi,441536
Maylandia emmiltos,441515
Rhamphochromis woodi,454626
Diplotaxodon apogon,323772
Sciaenochromis benthicola,163639
Tramitichromis brevis,163646
Lethrinops longipinnis,163628
Taeniolethrinops furcicauda,323797
Taeniolethrinops praeorbitalis,163645
Mylochromis anaphyrmus,165734
Dimidiochromis strigatus,143503
Protomelas similis,29149
Buccochromis nototaenia,323759
Plasmodium chabaudi chabaudi,31271
Prunus persica,3760
Zeugodacus cucurbitae,28588
Bacillus megaterium,1404
Lysinibacillus sphaericus,1421
Bacillus pumilus,1408
Ctenochromis pectoralis,64553
Pharyngochromis acuticeps,311497
Serranochromis angusticeps,311508
Serranochromis robustus,50903
Cryptosporidium parvum,5807
Allium cepa,4679
Diaphorina citri,121845
Pisum sativum,3888
Plasmodium ovale wallikeri,864142
Plasmodium ovale curtisi,864141
Plasmodium malariae,5858
Aeromonas hydrophila,644
Mycobacterium flavescens,1776
Mycobacterium gilvum,1804
Mycobacterium rhodesiae,36814
Mobiluncus curtisii subsp. curtisii,144177
Cryptosporidium hominis,237895
Anas platyrhynchos,8839
Populus tremula x Populus tremuloides,47664
Secale cereale,4550
Felis catus,9685
Pleuronectiformes,8252
Nicotiana tabacum,4097
Helicobacter felis,214
Pseudomonas synxantha,47883
Mycobacterium bovis BCG,33892
Neisseria bergeri,1906581
Yersinia pseudotuberculosis IP 32953,273123
uncultured microorganism,358574
Leptinotarsa decemlineata,7539
Marchantia polymorpha,3197
Helianthus annuus,4232
Boleophthalmus pectinirostris,150288
Circulifer tenellus,102981
Peromyscus californicus,42520
Lens culinaris,3864
Taeniopygia guttata,59729
Myroides odoratimimus,76832
Riemerella anatipestifer,34085
Capnocytophaga sputigena,1019
Fluoribacter gormanii,464
Fluoribacter dumoffii,463
Fluoribacter bozemanae,447
Taylorella equigenitalis,29575
Iodobacter fluviatilis,537
Bacteroides eggerthii,28111
Moraxella atlantae,34059
Moraxella equi,60442
Corynebacterium jeikeium,38289
Aliivibrio wodanis,80852
Moritella viscosa,80854
Columba livia,8932
Silene vulgaris,42043
HIV-1 group M,388795
Cyanistes teneriffae,1069445
Cyanistes caeruleus,156563
Cyanistes cyanus,156570
Scophthalmus maximus,52904
Salmonella enterica subsp. enterica serovar Pullorum,605
Brugia pahangi,6280
Nippostrongylus brasiliensis,27835
Aedes riversi,373849
Aedes polynesiensis,188700
Trypanosoma brucei brucei,5702
Cannabis sativa,3483
Human betaherpesvirus 5,10359
Lepus europaeus,9983
Carassius auratus,7957
Leishmania infantum,5671
Campylobacter fetus subsp. fetus,32019
Legionella pneumophila,446
Enterococcus casseliflavus,37734
Enterococcus gallinarum,1353
Enterococcus durans,53345
Streptococcus milleri,33040
human oral metagenome,447426
Arctocephalus tropicalis,37194
Arctocephalus australis,161928
Arachis hypogaea,3818
Oryzias latipes,8090
plant metagenome,1297885
Carnobacterium divergens,2748
Aerococcus viridans,1377
Pseudomonas mucidolens,46679
Moraxella cuniculi,34061
Brevundimonas diminuta,293
Bacillus lentus,1467
Mycobacterium chelonae,1774
Mycobacterium phlei,1771
Moraxella lacunata,477
Humulus lupulus,3486
Arundo donax,35708
Phytophthora ramorum,164328
Firmicutes,1239
Myzus persicae,13164
Castor fiber,10185
Petromus typicus,10183
Heterocephalus glaber,10181
Heliophobius argenteocinereus,10179
Georychus capensis,10177
Cryptomys hottentotus,10175
Bathyergus suillus,10172
Bathyergus janetta,10171
Ctenodactylus gundi,10166
Proechimys guairae,10163
Octodon degus,10160
Myocastor coypus,10157
Lagostomus maximus,10154
Chinchilla chinchilla,10152
Hydrochoerus hydrochaeris,10149
Galea musteloides,10146
Cavia cutleri,10144
Cavia porcellus,10141
Hystrix africaeaustralis,10138
Hystrix cristata,10137
Apodemus sylvaticus,10129
Conilurus penicillatus,10127
Rattus villosissimus,10122
Rattus tunneyi,10121
Rattus sordidus,10120
Rattus fuscipes,10119
Rattus rattus,10117
Rattus leucopus,10115
Praomys daltoni,10113
Mastomys natalensis,10112
Mus abbotti,10108
Mus minutoides,10105
Mus spicilegus,10103
Mus platythrix,10101
Mus macedonicus,10100
Mus cookii,10098
Mus cervicolor,10097
Mus spretus,10096
Mus saxicola,10094
fermentation metagenome,1326787
Corynebacterium renale,1724
Corynebacterium cervicis,158824
Bacillus circulans,1397
seawater metagenome,1561972
algae metagenome,1300146
rock metagenome,1311626
Rutilus rutilus,48668
Poecilia reticulata,8081
Homo sapiens neanderthalensis,63221
Lynx pardinus,191816
rhizosphere metagenome,939928
probiotic metagenome,1659218
Spodoptera frugiperda,7108
Coffea arabica,13443
Saccharum officinarum x Saccharum spontaneum,566566
Tipula oleracea,312236
root,1
unassigned viruses,686617
Paeonia suffruticosa,45171
Culex quinquefasciatus,7176
Macaca nemestrina,9545
Medicago truncatula,3880
Bactrocera dorsalis,27457
Eospalax fontanierii baileyi,146132
Otospermophilus variegatus,45472
Otospermophilus beecheyi,34862
Callospermophilus lateralis,76772
Ceratitis capitata,7213
Polypedates megacephalus,68449
Placopecten magellanicus,6577
Spinacia oleracea,3562
Ipomoea nil,35883
Hordeum vulgare subsp. vulgare,112509
Oryctolagus cuniculus,9986
Leucoraja ocellata,173042
Culter alburnus,194366
Megalobrama amblycephala,75352
Callinectes sapidus,6763
Vibrio cholerae O1,127906
Capreolus pygargus,48560
Mazama gouazoupira,52407
Vulpes vulpes,9627
Ambrosia artemisiifolia,4212
Microcebus murinus,30608
Acipenser sinensis,61970
Sus scrofa domesticus,9825
Capra hircus,9925
Atlantibacter hermannii NBRC 105704,1115512
Raoultella ornithinolytica,54291
Anopheles arabiensis,7173
Mycobacterium abscessus subsp. abscessus,1185650
Mycobacterium abscessus subsp. bolletii,319705
Corynebacterium diphtheriae,1717
Mugil cephalus,48193
Manihot esculenta,3983
Streptococcus intermedius,1338
Brevibacillus brevis,1393
Corvus dauuricus,477934
Corvus cornix,181096
Corvus frugilegus,75140
Corvus monedula,30423
Corvus corone orientalis,344226
Corvus pectoralis,1196305
Corvus brachyrhynchos,85066
Heliconius erato,33431
Vibrio cholerae O1 biovar El Tor str. N16961,243277
Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,216597
Sphingobacterium thalpophilum,259
Bordetella parapertussis,519
Lissotriton helveticus,256425
Phascolarctos cinereus,38626
Influenza A virus,11320
Athalia rosae,37344
Manduca sexta,7130
Tetraodon nigroviridis,99883
Yersinia enterocolitica subsp. palearctica,150053
Chenopodium quinoa,63459
Panthera onca,9690
Streptococcus sp.,1306
Streptococcus constellatus subsp. constellatus,184246
Streptococcus anginosus subsp. whileyi,1272910
Streptococcus anginosus subsp. anginosus,1671923
Streptococcus equi subsp. equi,148942
Streptococcus equi subsp. ruminatorum,254358
Streptococcus equi subsp. zooepidemicus,40041
Streptococcus mutans,1309
Streptococcus oralis,1303
Streptococcus australis,113107
Streptococcus uberis,1349
Pseudomonas alcaligenes,43263
Providencia heimbachae,333962
[Actinobacillus] rossii,123820
Acinetobacter johnsonii,40214
Avibacterium avium,751
Shigella flexneri 2b,1288825
Shigella flexneri 2a,42897
Shigella sonnei 53G,216599
Oncorhynchus masou masou,90313
Trifolium subterraneum,3900
Heterodera glycines,51029
Pseudochromis fuscus,280673
Chromis chromis,91607
Parablennius parvicornis,171872
Anabas testudineus,64144
Helostoma temminkii,243708
Selene dorsalis,179366
Antennarius striatus,241820
Spondyliosoma cantharus,50595
Symphodus melops,171736
Chaenocephalus aceratus,36190
Sebastes norvegicus,394699
Myoxocephalus scorpius,8097
Perca fluviatilis,8168
Lesueurigobius sanzi,1365564
Chatrabus melanurus,990972
Carapus acus,1491482
Brotula barbata,432164
Acanthochaenus luetkenii,473344
Rondeletia loricata,88713
Beryx splendens,88663
Neoniphon sammara,47706
Holocentrus rufus,722565
Myripristis jacobus,371672
Lampris guttatus,81370
Regalecus glesne,81389
Gadus chalcogrammus,1042646
Arctogadus glacialis,185735
Merlangius merlangus,8058
Melanogrammus aeglefinus,8056
Pollachius virens,8060
Gadiculus argenteus,185737
Trisopterus minutus,80722
Molva molva,163112
Lota lota,69944
Malacocephalus occidentalis,630739
Macrourus berglax,473319
Bathygadus melanobranchus,630650
Trachyrincus murrayi,241836
Trachyrincus scabrus,562814
Muraenolepis marmoratus,487677
Melanonus zugmayeri,181410
Merluccius capensis,89947
Merluccius merluccius,8063
Merluccius polli,89951
Bregmaceros cantori,630652
Stylephorus chordatus,409996
Cyttopsis rosea,1176755
Zeus faber,64108
Typhlichthys subterraneus,940470
Percopsis transmontana,143327
Polymixia japonica,81385
Guentherus altivela,1263181
Borostomias antarcticus,473354
Osmerus eperlanus,29151
Pinus lambertiana,3343
Pongo pygmaeus,9600
Human alphaherpesvirus 3,10335
Brevundimonas vesicularis,41276
Streptococcus sp. 'group B',1319
Porites lutea,51062
Musa acuminata,4641
Cedecea davisae,158484
Legionella donaldsonii,45060
Sarcophilus harrisii,9305
Parasteatoda tepidariorum,114398
Fungi,4751
Faxonius limosus,28379
Xenopus laevis,8355
Farfantepenaeus aztecus,6690
Chryseobacterium sp. RZ4MS9,1806269
Ambrosia trifida,4214
Chlorocebus cynosuros,460675
Chlorocebus aethiops,9534
Fraxinus excelsior,38873
Salmonella enterica subsp. enterica serovar Concord,483687
Teladorsagia circumcincta,45464
Heliconius cydno,33424
Bacillus freudenreichii,1783501
Hathewaya histolytica,1498
Haemophilus parahaemolyticus,735
Streptococcus lutetiensis,150055
Streptococcus infantis,68892
Neisseria gonorrhoeae subsp. kochii,120575
Trichuris suis,68888
Oncorhynchus keta,8018
human vaginal metagenome,1632839
Heliconius melpomene,34740
Streptococcus massiliensis,313439
Jonesia denitrificans,43674
Cucumis sativus,3659
Carcharhinus acronotus,303932
Dicentrarchus labrax,13489
Staphylococcus sp.,29387
Staphylococcus pseudintermedius,283734
Streptococcus entericus,155680
Streptococcus porcorum,701526
Streptococcus rupicaprae,759619
Streptococcus cuniculi,1432788
Streptococcus porci,502567
Coturnix japonica,93934
Pinus radiata,3347
Suttonella indologenes,13276
Corynebacterium pseudotuberculosis,1719
Streptococcus plurextorum,456876
Streptococcus caprae,1640501
Fasciola hepatica,6192
Solanum tuberosum,4113
Mannheimia haemolytica,75985
Acinetobacter lwoffii,28090
Streptococcus urinalis,149016
Streptococcus infantarius,102684
Lactobacillus acidophilus,1579
Shewanella putrefaciens,24
Pseudomonas fluorescens,294
Bison bonasus,9902
Kryptolebias marmoratus,37003
Elaeis oleifera,80265
Elaeis guineensis,51953
Tupaia belangeri,37347
Monodelphis domestica,13616
Lagenorhynchus albirostris,27610
Callithrix jacchus,9483
Mustela putorius furo,9669
Balaenoptera borealis,9768
Mesoplodon bidens,48745
Otolemur garnettii,30611
Delphinus delphis,9728
Chlorocebus sabaeus,60711
uncultured Ruminococcus sp.,165186
Faecalibacterium prausnitzii,853
[Eubacterium] rectale,39491
uncultured Lachnospira sp.,446043
[Eubacterium] hallii,39488
[Ruminococcus] torques,33039
uncultured Eubacterium sp.,165185
Coprococcus eutactus,33043
Coprococcus comes,410072
Dorea longicatena,88431
Roseburia intestinalis,166486
Anaerostipes hadrus,649756
uncultured Blautia sp.,765821
Blautia obeum,40520
uncultured Clostridium sp.,59620
Turicibacter sanguinis,154288
Alistipes finegoldii,214856
Bacteroides caccae,47678
Bacteroides uniformis,820
uncultured Flavonifractor sp.,1193534
Anaerotruncus colihominis,169435
Flavonifractor plautii,292800
[Eubacterium] siraeum,39492
uncultured Butyricicoccus sp.,1193532
Fusicatenibacter,1407607
Fusicatenibacter saccharivorans,1150298
Hungatella hathewayi,154046
Blautia wexlerae,418240
uncultured Bacteroides sp.,162156
uncultured Anaerotruncus sp.,905011
uncultured Oscillibacter sp.,876091
uncultured Roseburia sp.,512314
Lachnospira pectinoschiza,28052
Prevotella copri,165179
Intestinibacter bartlettii,261299
[Eubacterium] eligens,39485
uncultured Dorea sp.,286138
[Clostridium] clostridioforme,1531
Clostridium ventriculi,1267
Clostridium disporicum,84024
uncultured Megasphaera sp.,165188
[Clostridium] innocuum,1522
uncultured Collinsella sp.,165190
Parabacteroides merdae,46503
Bifidobacterium pseudocatenulatum,28026
uncultured Coprococcus sp.,458253
Eubacterium ramulus,39490
Roseburia inulinivorans,360807
Bacteroides salyersiae,291644
uncultured Faecalibacterium sp.,259315
Roseburia faecis,301302
Blautia hydrogenotrophica,53443
[Ruminococcus] gnavus,33038
Bacteroides finegoldii,338188
Bacteroides xylanisolvens,371601
Roseburia hominis,301301
Mitsuokella jalaludinii,187979
Catenibacterium mitsuokai,100886
